cycle,rank,feature,cycle_firing_frequency,global_firing_frequency,specificity,cycle_mean_activation
8,38,998,0.0770703125,0.071102294921875,0.005968017578124998,0.04283677438274026
8,39,971,0.16859375,0.1626318359375,0.00596191406249999,0.03212223470211029
8,40,420,0.1033984375,0.09748779296875,0.005910644531249995,0.047477768920362
8,41,992,0.0758984375,0.070025634765625,0.005872802734375002,0.06500454232096672
8,42,832,0.0771484375,0.071346435546875,0.005802001953124997,0.9169248664379119
8,43,1307,0.18640625,0.18060546875,0.005800781249999998,0.03929124761372805
8,44,330,0.1048046875,0.0991943359375,0.0056103515624999906,0.15405954539775848
8,45,1591,0.07193359375,0.066566162109375,0.005367431640625003,0.8748891741037369
8,46,403,0.11349609375,0.108165283203125,0.005330810546874995,0.054624250158667564
8,47,1248,0.15013671875,0.14489013671875,0.005246582031250002,0.03041737224906683
8,48,1647,0.17181640625,0.166580810546875,0.0052355957031249845,0.03681859664618969
8,49,51,0.075703125,0.070501708984375,0.005201416015625002,0.8527999520301819
8,50,1360,0.1175390625,0.112410888671875,0.005128173828124999,0.08834552802145482
9,1,1778,0.16181640625,0.130107421875,0.031708984375,0.04327311329543591
9,2,1038,0.15298828125,0.1229296875,0.03005859375,0.042818845082074404
9,3,1839,0.14935546875,0.121485595703125,0.027869873046874993,0.04565928779542446
9,4,304,0.14291015625,0.1187744140625,0.024135742187500003,0.042420896142721175
9,5,1068,0.2066796875,0.1829296875,0.023749999999999993,0.04532762087881565
9,6,1740,0.18537109375,0.16189697265625,0.023474121093749994,0.03802544109523296
9,7,1871,0.1480078125,0.12495849609375,0.023049316406250006,0.03638182846829295
9,8,1503,0.1357421875,0.11441162109375,0.02133056640625,0.03780340816825628
9,9,1861,0.13658203125,0.1152978515625,0.021284179687500016,0.02704129319638014
9,10,245,0.15701171875,0.137548828125,0.019462890625000007,0.031045230887830257
9,11,1706,0.1553125,0.136796875,0.01851562499999998,0.03279523631557822
9,12,1997,0.12642578125,0.10806884765625,0.018356933593750013,0.03440623823553324
9,13,29,0.139453125,0.121600341796875,0.017852783203125014,0.02642978632822633
9,14,837,0.163125,0.145982666015625,0.01714233398437498,0.030020265467464925
9,15,1862,0.1380859375,0.12116455078125,0.01692138671875,0.03454051250591874
9,16,624,0.13810546875,0.12231689453125,0.01578857421874999,0.02727518143132329
9,17,267,0.193515625,0.1796484375,0.013867187499999989,0.04245720606297255
9,18,453,0.1732421875,0.160213623046875,0.013028564453125002,0.03080457467585802
9,19,1990,0.158671875,0.145731201171875,0.012940673828124999,0.02979120086878538
